X_position_um,Overshoot_LOAD_%,Overshoot_GND_%,Max_in_gap_LOAD_µA,Max_in_gap_GND_µA,Mean_plateau_LOAD_µA,Mean_plateau_GND_µA
7300,+17.305,+11.881,8584.923,8181.165,7318.444,7312.363
7600,+15.287,+9.357,9998.197,9485.707,8672.440,8674.107
